,Date,Time,Location,Operator,Type,Flight,Aboard,Fatalities,Ground,Summary
1892,28 05 1994,07:38:00,"Near Villavicencio, Colombia",Transoriente Colombia,Douglas DC-3 (C-53D-DO),,29,7,0,Crashed shortly after taking off after double engine failure.
1893,08 07 1994,13:55:00,"Kodiak, Alaska",Air Taxi - Uyak Air Services Inc.,de Havilland DHC-2,,7,6,0,Continued VFR flight into IMC.
1894,06 06 1994,08:20:00,"Near Xi'an, China",China Northwest Airlines,Tupolev TU-154M,2303,160,160,0,The plane broke-up in flight 10 minutes after taking off. Auto-pilot induced oscillations caused the aircraft to shake violently. The autopilot yaw-channel was accidentally connected to the bank control and the bank-channel to the yaw controls.
1895,13 06 1994,18:50:00,"Near Uruapan, Mexico",Aerolineas Cuahonte,Swearingen SA.226TC Metro II,,9,9,0,The aircraft flew into high ground during a go-around. The accident happened in darkness and in poor weather with rain and heavy clouds. The accident was attributed to the pilot's failure to follow the established go-around procedure correctly.
1896,18 06 1994,06:25:00,"Chantilly, Virginia",TAESA,Learjet 25D,,12,12,0,The aircraft crashed in poor weather conditions 0.8 nm south of the threshold of runway 1R at Dulles International Airport while attempting a ILS landing. Poor airmanship and relative inexperience of the captain in initiating and continuing an unstabilized instrument approach that led to a descent below the authorized altitude without visual contact with the runway environment. Contributing to the cause of the accident was the lack of a GPWS on the airplane.
1897,18 06 1994,12:20:00,"Mt.  Kalora, Indonesia",Merpati Nusantara Airlines,Fokker F-27 Friendship 500F,,12,12,0,"The aircraft struck Mt. Kalora at 2,300 feet while on a visual approach to Palu. The accident happened in generally good weather but with reduced visibility in clouds and haze at the mountain."
1898,22 06 1994,20:15:00,"Jeneau, Alaska",Air Taxi - Sun Western Flyers Inc.,de Havilland DHC-3,,10,9,0,The float plane hit the surface of glassy water and crashed. VFR flight into IMC. Failure to maintain altitude above the river.
1899,26 06 1994,19:35:00,"Abidjan, Ivory Coast",Air Ivorie,Fokker F-27 Friendship 400M,777,17,17,0,Crashed on approach 3 miles short of the runway into a wooded area.
1900,29 06 1994,,"Near Logar, Afghanistan",Military - Dostum-Galboddin Militia,Antonov AN-32,,70,50,0,Shot down by Afghan troops.
1901,30 06 1994,17:41:00,"Toulouse-Blagnac, France",Airbus Industrie,Airbus A330-321,129,7,7,0,"The plane crashed after demonstrating a simulated engine failure on takeoff. Caused by a number of factors relating to the test and actions of the crew none of which singley would have caused the crash. Unexpected mode transition to altitude acquire mode during a simulated  engine failure resulted in excessive pitch, loss of airspeed, and loss of control. Pitch attitude protection not provided in altitude acquire mode."
1902,07 01 1994,08:30:00,"Near Tidjika, Mauritania",Air Mauritanie,Fokker F-28 Fellowship 4000,,93,80,0,"The plane crash landed on the runway in adverse weather, after a second landing attempt, breaking the landing gear and sliding off the side of the runway."
1903,07 02 1994,18:43:00,"Charlotte, North Carolina",USAir,McDonnell Douglas DC-9-30,1016,57,37,0,The aircraft crashed into trees and a private residence after a  missed approach during adverse weather conditions. Microburst induced windshear. Crew's inability to recognize windshear and microburst conditions.  The flightcrew's decision to continue an approach into severe convective activity that was conducive to a microburst. The flightcrew's failure to recognize a windshear situation in a timely manner. The flightcrew's failure to establish and maintain the proper airplane attitude and thrust setting necessary to escape the windshear. The lack of real-time adverse weather and windshear hazard information dissemination from air trafficontrol.
1904,07 11 1994,12:40:00,"Portage Creek, Alaska",Air Taxi - Peninsula Airways,Piper PA-32-301,,3,3,0,"The aircraft lifted off slowly. After lift-off, the plane settled in a descenting left turn and crashed. Excess gross weight and incorrect CG caused the plane to stall."
1905,14 07 1994,15:36:00,"Hanalei, Hawaii",Air Taxi - Papillion Helicopters Ltd.,Aerospatiale AS350D,,7,3,0,"The helicopter crashed into the water. All survived but were not equipped with life vests and 3 passengers drowned. Failure of the engine-driven fuel pump, which resulted in the loss of power, and the lack of aircraft flotation equipment. Factors related to the accident were: flight over water adjacent to terrain that afforded no suitable forced landing site, and the lack of a passenger briefing by the operator on the location and operation of life preservers"
1906,17 07 1994,21:45:00,"Near Fort de France, Martinique",Air Martinique,Britten-Norman BN-2B-26 Islander,,6,6,0,Crashed into high ground while on approach to land.
1907,17 07 1994,,"Boma, DemocratiRepubliCongo",Sankuru Air Service,Yakovlev 40D,,9,5,0,Ran off the end of the runway and crashed. The crew used the normal and emergency brake systems at the same time which resulted in the aircraft having no brakes at all.
1908,19 07 1994,,"Colon, Panama",Alas Chiricanas,Embraer 110P1 Bandeirante,,21,21,0,Crashed on a wooded hillside shortly after taking off from Colon after a bomb exploded aboard.
1909,26 07 1994,,"East Kalimantan, Indonesia",Airfast Services,Sikorsky S-58ET,,18,18,0,Crashed 5 minutes after taking off from Kilo Lima.
1910,08 05 1994,08:50:00,"Near Boda, Russia",Military - Russian Air Force,Antonov AN-12,,47,47,0,Crashed and burned while attempting to land with an engine fire in poor visibility and heavy rain.
1911,08 10 1994,11:22:00,"Cheju, South Korea",Korean Airlines,Airbus A300B4-622R,2033,160,0,0,The aircraft overran the runway and caught fire while landing during adverse weather conditions.  The approach was flown with slats/flaps at 15/20 degrees due to suspected windshear. Crew error. There was a struggle and argument between the captain and co-pilot during the last seconds of the landing as to whether they should go-around.
1912,08 11 1994,17:00:00,"Alsworth, Alaska",Air Taxi - Talon Air Services Inc.,de Havilland DHC-2,,3,3,0,The pilot flew into a blind box canyon and crashed while attempting to turn around. Improper in-flight planning /decision by the pilot and his failure to remain clear of mountainous terrain. The box canyon and proximity of mountains were related factors.
1913,08 12 1994,21:05:00,"Whiting, New Jersey",Air Taxi - National Helicopters,Bell 206L-4,,3,3,0,The non-instrument rated commercial pilot was en route at 2000 feet msl on a night VFR flight when he reported an inadvertent encounter with instrument meteorological conditions. The helicopter (N124NH) subsequently crashed in a wooded area while in a steep descent. Continued VFR flight into IMC.
1914,14 08 1994,09:27:00,"Kenai, Alaska",Air Taxi - Lake Clark Air Inc.,Piper PA-32-260,,4,3,0,"Suffered engine failure and made a crash landing on terrain near the shoreline of a body of water. Fatigue cracking of the engine case, which resulted in eventual damage to the #3 cylinder studs/engine through-bolts, subsequent separation of the #3 cylinder and piston, and an in-flight fire. Inadequate maintenance and inspection."
1915,21 08 1994,,"Near Agadir, Morocco",Royal Air Maroc,Aerospatiale ATR-42-300,630,44,44,0,"The aircraft entered a steep dive from 16,000 ft. and crashed 10 minutes after taking off from Agadir. The pilot was blamed for disconnecting the autopilot and deliberately causing the crash and committing suicide. This was challenged by the Moroccan Pilot's Union."
1916,09 08 1994,19:03:00,"Near Aliquippa, Pennsylvania",USAir,Boeing B-737-3B7,427,132,132,0,"While on approach, the aircraft went into a sudden nose dive from 6,000 ft. and crashed into a wooded ravine 6 miles northwest of Pittsburgh International Airport. The accident was caused by a loss of control of the aircraft resulting from the movement of the rudder surface to its blowdown limit or an uncommanded rudder reversal. The rudder surface deflected in a direction opposite to that commanded by the pilots as a result of a jam of the main rudder PCU servo valve secondary slide to the servo valve housing offset from its neutral position and overtravel of the  primary slide. The most likely sequence of events that led up to the accident included the jamming of the PCU servo valve, the application of light left rudder followed by hard right rudder which caused the rudder to reverse in the opposite direction the pilot commanded it to go.  The application of hard right rudder was possibly initiated because the plane flew into the wake vortex of a B-727 which rolled the plane to the left.  Rudder hardover is normally corrected with the stick (ailerons) but because the plane was flying at the crossover speed of 190 knots with flaps 1, using the stick would not correct the situation. When the right rudder was applied the rudder went to its fullblown left position causing the plane to roll further left, stall and go into a dive. Some speculate if the pilot-in-command pushed forward on the yoke to gain some speed rather than pull back, the accident possibly could have been avoided. Blame was not placed on the crew because there was no mention of this type of recovery by the manufacturer nor was there any training for such an occurrence."
1917,13 09 1994,12:05:00,"Near Abuja, Nigeria",Aerocontroctors - Charter,de Havilland Canada DHC-6 Twin Otter 300,,5,3,0,"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence."
1918,17 09 1994,11:48:00,"Fish Egg Inlet, Canada",PacifiCoastal Airlines,de Havilland Canada DHC-6 Twin Otter 100,,4,3,0,Just as the plane took off there was a pitch-up and stall resulting in the plane crashing into the water. The down elevator control cable failed at station 367 due to corrosion. The failure resulted from salt water induced corrosion. The aircraft had recently undergone a periodiinspection but the damage had apparently not been discovered.
1919,18 09 1994,08:07:00,"Tamanrasset, Algeria",Oriental Airlines,BAC One-Eleven 515FB,,39,5,0,"After circling for almost an hour and a half and aborting four landing attempts in adverse weather conditions, the aircraft ran out of fuel and crashed."
1920,23 09 1994,19:15:00,"Kowloon Bay, Hong Kong",Heavylift Cargo Airlines,Lockheed L-100-30 Hercules,,12,6,0,"The cargo plane lost control shortly after becoming airborne, began losing altitude and ditched 500 meters from the runway. The No. 4 prop pitch control system failed."
1921,26 09 1994,17:38:00,"Near Vanavera, Russia",Cheremshanka Airlines,Yakovlev YAK-40,,28,28,0,"After three landing attempts at Tura, the crew diverted to Vanavarva because of bad weather. The aircraft ran out of fuel and crashed on a river bank about 40 km from Vanavera."
1922,28 09 1994,,"Bahia Negra, Paraguay",TAM Paraguay,Douglas C-47D,,27,1,0,Crashed after experiencing engine failure.
1923,29 09 1994,,"Buenos Aires, Brazil",Radeair,Rockwell 1121B Jet Commander,,9,8,0,Crashed on takeoff.
1924,30 09 1994,11:10:00,"Chaibukha, Russia",Arsenyev Aviation Production Association,Antonov AN-8,,20,8,0,"The cargo plane failed to gain altitude, overran the runway and crashed."
1925,15 12 1994,06:15:00,"Lobito, Angola",SL Aviation Services,Douglas DC-3,,2,2,0,"The cargo plane lifted off the runway, stalled and hit tail first back on the runway breaking apart."
1926,10 08 1994,15:45:00,"Mitu, Colombia",SELVA,Antonov AN-32B,,10,10,0,"The plane landed short of the runway bounced, collapsed the landing gear, veered off the runway and crashed into another plane and vehicles."
